state,district,crop,Variety,Year,fhp_RsPerQtl_Kharif,fhp_RsPerQtl_Rabi,fhp_RsPerQtl_Summer
KA,Bagalkot,Tobacco,-,2009-10,,,
KA,Bagalkot,Tobacco,-,2010-11,,,
KA,Bagalkot,Tobacco,-,2011-12,,,
KA,Bagalkot,Tur Arhar,-,2004-05,1310,,
KA,Bagalkot,Tur Arhar,-,2005-06,1324,,
KA,Bagalkot,Tur Arhar,-,2008-09,2259,,
KA,Bagalkot,Tur Arhar,-,2009-10,,,
KA,Bagalkot,Tur Arhar,-,2010-11,3053,,
KA,Bagalkot,Tur Arhar,-,2011-12,2975,,
KA,Bagalkot,Turmeric,-,2004-05,,,
KA,Bagalkot,Turmeric,-,2005-06,,,
KA,Bagalkot,Turmeric,-,2011-12,,,4813
KA,Bagalkot,Wheat,-,2004-05,,,
KA,Bagalkot,Wheat,-,2005-06,,,
KA,Bagalkot,Wheat,-,2008-09,,1206,
KA,Bagalkot,Wheat,-,2009-10,,1283,
KA,Bagalkot,Wheat,-,2010-11,,1766,
KA,Bagalkot,Wheat,-,2011-12,,1875,
KA,Bangalore,Arecanut,-,2005-06,,,
KA,Bangalore,Bajra,Local,2005-06,,,
KA,Bangalore,Cashewnut,-,2005-06,,,
KA,Bangalore,CasterSeed,-,2005-06,,,
KA,Bangalore,Chilly,Dry,2005-06,,,
KA,Bangalore,Coconut,-,2005-06,,,
KA,Bangalore,Cotton,-,2005-06,,,
KA,Bangalore,Ginger,-,2005-06,,,
KA,Bangalore,Gram,-,2005-06,,,
KA,Bangalore,Ground Nut,-,2005-06,,,
KA,Bangalore,Jowar,-,2005-06,,,
KA,Bangalore,Jowar,Local,2005-06,532,,
KA,Bangalore,Maize,-,2005-06,,,
KA,Bangalore,Maize,Local,2005-06,526,,
KA,Bangalore,Paddy,Local,2005-06,,,
KA,Bangalore,Pepper,-,2005-06,,,
KA,Bangalore,Potato,-,2005-06,,532,
KA,Bangalore,Ragi,-,2005-06,,,
KA,Bangalore,Sesamum,-,2005-06,,,
KA,Bangalore,Sugarcane,-,2005-06,,,
KA,Bangalore,Sunflower,-,2005-06,,,
KA,Bangalore,Tur Arhar,-,2005-06,,,
KA,Bangalore,Turmeric,-,2005-06,,,
KA,Bangalore,Wheat,-,2005-06,,966,
KA,BangaloreRural,Arecanut,-,2004-05,,,
KA,BangaloreRural,Arecanut,-,2008-09,,,
KA,BangaloreRural,Arecanut,-,2009-10,,,
KA,BangaloreRural,Arecanut,-,2010-11,,,
KA,BangaloreRural,Arecanut,-,2011-12,,,
KA,BangaloreRural,Bajra,-,2004-05,,,
KA,BangaloreRural,Bajra,-,2008-09,,,
KA,BangaloreRural,Bajra,-,2009-10,,,
KA,BangaloreRural,Bajra,-,2010-11,,,
KA,BangaloreRural,Bajra,-,2011-12,,,
KA,BangaloreRural,Bajra,Local,2004-05,,,
KA,BangaloreRural,Cashewnut,-,2004-05,,,
KA,BangaloreRural,Cashewnut,-,2008-09,,,
KA,BangaloreRural,Cashewnut,-,2009-10,,,
KA,BangaloreRural,Cashewnut,-,2010-11,,,
KA,BangaloreRural,Cashewnut,-,2011-12,,,
KA,BangaloreRural,CasterSeed,-,2004-05,,,
KA,BangaloreRural,CasterSeed,-,2008-09,,,
KA,BangaloreRural,CasterSeed,-,2009-10,,,
KA,BangaloreRural,CasterSeed,-,2010-11,,,
KA,BangaloreRural,CasterSeed,-,2011-12,,,
KA,BangaloreRural,Chilly,-,2004-05,,,
KA,BangaloreRural,Chilly,-,2008-09,,,
KA,BangaloreRural,Chilly,Dry,2004-05,,,
KA,BangaloreRural,Chilly,Dry,2008-09,,,
KA,BangaloreRural,Chilly,Dry,2009-10,,,
KA,BangaloreRural,Chilly,Dry,2010-11,,,
KA,BangaloreRural,Chilly,Dry,2011-12,,,
KA,BangaloreRural,Cotton,-,2004-05,,,
KA,BangaloreRural,Cotton,-,2008-09,,,
KA,BangaloreRural,Cotton,-,2009-10,,,
KA,BangaloreRural,Cotton,-,2010-11,,,
KA,BangaloreRural,Cotton,-,2011-12,,,
KA,BangaloreRural,Ginger,-,2008-09,,,
KA,BangaloreRural,Gram,-,2004-05,,,
KA,BangaloreRural,Gram,-,2008-09,,,
KA,BangaloreRural,Gram,-,2009-10,,,
KA,BangaloreRural,Gram,-,2010-11,,,
KA,BangaloreRural,Gram,-,2011-12,,,
KA,BangaloreRural,Ground Nut,-,2004-05,1375,,
KA,BangaloreRural,Ground Nut,-,2008-09,,,
KA,BangaloreRural,Ground Nut,-,2009-10,,,
KA,BangaloreRural,Ground Nut,-,2010-11,,,
KA,BangaloreRural,Ground Nut,-,2011-12,,,
KA,BangaloreRural,Jowar,-,2004-05,,,
KA,BangaloreRural,Jowar,-,2009-10,,,
KA,BangaloreRural,Jowar,HYV,2008-09,,,
KA,BangaloreRural,Jowar,Local,2004-05,,,
KA,BangaloreRural,Jowar,Local,2008-09,,,
KA,BangaloreRural,Jowar,Local,2009-10,,,
KA,BangaloreRural,Jowar,Local,2010-11,,,
KA,BangaloreRural,Jowar,Local,2011-12,,,
KA,BangaloreRural,Maize,-,2004-05,,,
KA,BangaloreRural,Maize,-,2008-09,850,,919
KA,BangaloreRural,Maize,HB,2008-09,850,804,
KA,BangaloreRural,Maize,HB,2009-10,757,,
KA,BangaloreRural,Maize,HB,2010-11,,1228,
KA,BangaloreRural,Maize,HB,2011-12,1109,1190,1239
KA,BangaloreRural,Maize,Local,2004-05,515,,
KA,BangaloreRural,Paddy,Local,2004-05,572,,
KA,BangaloreRural,Paddy,Local,2008-09,,,
KA,BangaloreRural,Paddy,Local,2009-10,,,
KA,BangaloreRural,Paddy,Local,2010-11,,,
KA,BangaloreRural,Paddy,Local,2011-12,,,
KA,BangaloreRural,Pepper,-,2008-09,,,
KA,BangaloreRural,Pepper,-,2009-10,,,
KA,BangaloreRural,Pepper,-,2010-11,,,
KA,BangaloreRural,Pepper,-,2011-12,,,
KA,BangaloreRural,Potato,-,2004-05,,517,
KA,BangaloreRural,Potato,-,2008-09,,,
KA,BangaloreRural,Potato,-,2009-10,,,
KA,BangaloreRural,Potato,-,2010-11,,,
KA,BangaloreRural,Potato,-,2011-12,,,
KA,BangaloreRural,Ragi,-,2004-05,501,,
KA,BangaloreRural,Ragi,-,2011-12,,,
KA,BangaloreRural,Ragi,HB,2010-11,,,
KA,BangaloreRural,Ragi,HYV,2004-05,,,
KA,BangaloreRural,Ragi,HYV,2008-09,,,
KA,BangaloreRural,Ragi,HYV,2009-10,,,
KA,BangaloreRural,Ragi,HYV,2010-11,,,
KA,BangaloreRural,Ragi,HYV,2011-12,,,
KA,BangaloreRural,Sesamum,-,2004-05,,,
KA,BangaloreRural,Sesamum,-,2008-09,,,
KA,BangaloreRural,Sesamum,-,2009-10,,,
KA,BangaloreRural,Sesamum,-,2010-11,,,
KA,BangaloreRural,Sesamum,-,2011-12,,,
KA,BangaloreRural,Soyabean,-,2008-09,,,
KA,BangaloreRural,Soyabean,-,2009-10,,,
KA,BangaloreRural,Soyabean,-,2010-11,,,
KA,BangaloreRural,Soyabean,-,2011-12,,,
KA,BangaloreRural,Sugarcane,-,2004-05,,,
KA,BangaloreRural,Sugarcane,-,2008-09,,,
KA,BangaloreRural,Sugarcane,-,2009-10,,,
KA,BangaloreRural,Sugarcane,-,2011-12,,,
KA,BangaloreRural,Sunflower,-,2004-05,,,
KA,BangaloreRural,Sunflower,-,2008-09,,,
KA,BangaloreRural,Sunflower,-,2009-10,,,
KA,BangaloreRural,Sunflower,-,2010-11,,,
KA,BangaloreRural,Sunflower,-,2011-12,,,
KA,BangaloreRural,Tobacco,-,2008-09,,,
KA,BangaloreRural,Tobacco,-,2009-10,,,
KA,BangaloreRural,Tobacco,-,2010-11,,,
KA,BangaloreRural,Tobacco,-,2011-12,,,
KA,BangaloreRural,Tur Arhar,-,2004-05,,,
KA,BangaloreRural,Tur Arhar,-,2008-09,,,
KA,BangaloreRural,Tur Arhar,-,2009-10,,,
KA,BangaloreRural,Tur Arhar,-,2010-11,,,
KA,BangaloreRural,Tur Arhar,-,2011-12,,,
KA,BangaloreRural,Turmeric,-,2004-05,,,
KA,BangaloreRural,Turmeric,-,2011-12,,,
KA,BangaloreRural,Wheat,-,2004-05,,,
KA,BangaloreRural,Wheat,-,2008-09,,,
KA,BangaloreRural,Wheat,-,2009-10,,,
KA,BangaloreRural,Wheat,-,2010-11,,,
KA,BangaloreRural,Wheat,-,2011-12,,,
KA,BangaloreUrban,Arecanut,-,2004-05,,,
KA,BangaloreUrban,Arecanut,-,2008-09,,,
KA,BangaloreUrban,Arecanut,-,2009-10,,,
KA,BangaloreUrban,Arecanut,-,2010-11,,,
KA,BangaloreUrban,Arecanut,-,2011-12,,,
KA,BangaloreUrban,Bajra,-,2004-05,,,
KA,BangaloreUrban,Bajra,-,2008-09,,,
KA,BangaloreUrban,Bajra,-,2009-10,,,
KA,BangaloreUrban,Bajra,-,2010-11,800,,
KA,BangaloreUrban,Bajra,-,2011-12,,,
KA,BangaloreUrban,Bajra,Local,2004-05,,,
KA,BangaloreUrban,Cashewnut,-,2004-05,,,
KA,BangaloreUrban,Cashewnut,-,2008-09,,,
KA,BangaloreUrban,Cashewnut,-,2009-10,,,
KA,BangaloreUrban,Cashewnut,-,2010-11,,,
KA,BangaloreUrban,Cashewnut,-,2011-12,,,
KA,BangaloreUrban,CasterSeed,-,2004-05,,,
KA,BangaloreUrban,CasterSeed,-,2008-09,,,
KA,BangaloreUrban,CasterSeed,-,2009-10,,,
KA,BangaloreUrban,CasterSeed,-,2010-11,,,
KA,BangaloreUrban,CasterSeed,-,2011-12,,,
KA,BangaloreUrban,Chilly,-,2004-05,,,
KA,BangaloreUrban,Chilly,-,2008-09,,,
KA,BangaloreUrban,Chilly,Dry,2004-05,,,
KA,BangaloreUrban,Chilly,Dry,2008-09,,,
KA,BangaloreUrban,Chilly,Dry,2009-10,,,
KA,BangaloreUrban,Chilly,Dry,2010-11,,,
KA,BangaloreUrban,Chilly,Dry,2011-12,,,
KA,BangaloreUrban,Cotton,-,2004-05,,,
KA,BangaloreUrban,Cotton,-,2008-09,,,
KA,BangaloreUrban,Cotton,-,2009-10,,,
KA,BangaloreUrban,Cotton,-,2010-11,,,
KA,BangaloreUrban,Cotton,-,2011-12,,,
KA,BangaloreUrban,Ginger,-,2008-09,,,
KA,BangaloreUrban,Gram,-,2004-05,,,
KA,BangaloreUrban,Gram,-,2008-09,,,
KA,BangaloreUrban,Gram,-,2009-10,,,
KA,BangaloreUrban,Gram,-,2010-11,,,
KA,BangaloreUrban,Gram,-,2011-12,,,
KA,BangaloreUrban,Ground Nut,-,2004-05,,,
KA,BangaloreUrban,Ground Nut,-,2008-09,,,
KA,BangaloreUrban,Ground Nut,-,2009-10,,,
KA,BangaloreUrban,Ground Nut,-,2010-11,,,
KA,BangaloreUrban,Ground Nut,-,2011-12,,,
KA,BangaloreUrban,Jowar,-,2004-05,,,
KA,BangaloreUrban,Jowar,-,2009-10,,,
KA,BangaloreUrban,Jowar,HYV,2008-09,,,
KA,BangaloreUrban,Jowar,Local,2004-05,,,
KA,BangaloreUrban,Jowar,Local,2008-09,,,
KA,BangaloreUrban,Jowar,Local,2009-10,,,
KA,BangaloreUrban,Jowar,Local,2010-11,,,
KA,BangaloreUrban,Jowar,Local,2011-12,,,
KA,BangaloreUrban,Maize,-,2004-05,,,
KA,BangaloreUrban,Maize,-,2008-09,,,
KA,BangaloreUrban,Maize,HB,2008-09,,,
KA,BangaloreUrban,Maize,HB,2009-10,,930,
KA,BangaloreUrban,Maize,HB,2010-11,,,
KA,BangaloreUrban,Maize,HB,2011-12,,,
KA,BangaloreUrban,Maize,Local,2004-05,504,,
KA,BangaloreUrban,Paddy,Local,2004-05,,,
KA,BangaloreUrban,Paddy,Local,2008-09,,,
KA,BangaloreUrban,Paddy,Local,2009-10,,,
KA,BangaloreUrban,Paddy,Local,2010-11,,,
KA,BangaloreUrban,Paddy,Local,2011-12,,,
KA,BangaloreUrban,Pepper,-,2008-09,,,
KA,BangaloreUrban,Pepper,-,2009-10,,,
KA,BangaloreUrban,Pepper,-,2010-11,,,
KA,BangaloreUrban,Pepper,-,2011-12,,,
KA,BangaloreUrban,Potato,-,2004-05,,534,
KA,BangaloreUrban,Potato,-,2008-09,,,
KA,BangaloreUrban,Potato,-,2009-10,,,
KA,BangaloreUrban,Potato,-,2010-11,,,
KA,BangaloreUrban,Potato,-,2011-12,,,
KA,BangaloreUrban,Ragi,-,2004-05,515,,
KA,BangaloreUrban,Ragi,-,2011-12,1101,,
KA,BangaloreUrban,Ragi,HB,2010-11,,,
KA,BangaloreUrban,Ragi,HYV,2004-05,,,
KA,BangaloreUrban,Ragi,HYV,2008-09,903,,
KA,BangaloreUrban,Ragi,HYV,2009-10,1109,,
KA,BangaloreUrban,Ragi,HYV,2010-11,1106,,
KA,BangaloreUrban,Ragi,HYV,2011-12,,,
KA,BangaloreUrban,Sesamum,-,2004-05,,,
KA,BangaloreUrban,Sesamum,-,2008-09,,,
KA,BangaloreUrban,Sesamum,-,2009-10,,,
KA,BangaloreUrban,Sesamum,-,2010-11,,,
KA,BangaloreUrban,Sesamum,-,2011-12,,,
KA,BangaloreUrban,Soyabean,-,2008-09,,,
KA,BangaloreUrban,Soyabean,-,2009-10,,,
KA,BangaloreUrban,Soyabean,-,2010-11,,,
KA,BangaloreUrban,Soyabean,-,2011-12,,,
KA,BangaloreUrban,Sugarcane,-,2004-05,,,
KA,BangaloreUrban,Sugarcane,-,2008-09,,,
KA,BangaloreUrban,Sugarcane,-,2009-10,,,
KA,BangaloreUrban,Sugarcane,-,2011-12,,,
KA,BangaloreUrban,Sunflower,-,2004-05,,,
KA,BangaloreUrban,Sunflower,-,2008-09,,,
KA,BangaloreUrban,Sunflower,-,2009-10,,,
KA,BangaloreUrban,Sunflower,-,2010-11,,,
KA,BangaloreUrban,Sunflower,-,2011-12,,,
KA,BangaloreUrban,Tobacco,-,2008-09,,,
KA,BangaloreUrban,Tobacco,-,2009-10,,,
KA,BangaloreUrban,Tobacco,-,2010-11,,,
KA,BangaloreUrban,Tobacco,-,2011-12,,,
KA,BangaloreUrban,Tur Arhar,-,2004-05,,,
KA,BangaloreUrban,Tur Arhar,-,2008-09,,,
KA,BangaloreUrban,Tur Arhar,-,2009-10,,,
KA,BangaloreUrban,Tur Arhar,-,2010-11,,,
KA,BangaloreUrban,Tur Arhar,-,2011-12,,,
KA,BangaloreUrban,Turmeric,-,2004-05,,,
KA,BangaloreUrban,Turmeric,-,2011-12,,,
KA,BangaloreUrban,Wheat,-,2004-05,,,
KA,BangaloreUrban,Wheat,-,2008-09,,,
KA,BangaloreUrban,Wheat,-,2009-10,,,
KA,BangaloreUrban,Wheat,-,2010-11,,,
KA,BangaloreUrban,Wheat,-,2011-12,,,
KA,Belgaum,Arecanut,-,2004-05,,,
KA,Belgaum,Arecanut,-,2005-06,,,
KA,Belgaum,Arecanut,-,2008-09,,,
KA,Belgaum,Arecanut,-,2009-10,,,
KA,Belgaum,Arecanut,-,2010-11,,,
KA,Belgaum,Arecanut,-,2011-12,,,
KA,Belgaum,Bajra,-,2004-05,,,
KA,Belgaum,Bajra,-,2008-09,,,
KA,Belgaum,Bajra,-,2009-10,729,,
KA,Belgaum,Bajra,-,2010-11,830,,
KA,Belgaum,Bajra,-,2011-12,995,,
KA,Belgaum,Bajra,Local,2004-05,594,,
KA,Belgaum,Bajra,Local,2005-06,582,,
KA,Belgaum,Cashewnut,-,2004-05,,,
KA,Belgaum,Cashewnut,-,2005-06,,,
KA,Belgaum,Cashewnut,-,2008-09,,,
KA,Belgaum,Cashewnut,-,2009-10,,,
KA,Belgaum,Cashewnut,-,2010-11,,,
KA,Belgaum,Cashewnut,-,2011-12,,,
KA,Belgaum,CasterSeed,-,2004-05,,,
KA,Belgaum,CasterSeed,-,2005-06,,,
KA,Belgaum,CasterSeed,-,2008-09,,,
KA,Belgaum,CasterSeed,-,2009-10,,,
KA,Belgaum,CasterSeed,-,2010-11,,,
KA,Belgaum,CasterSeed,-,2011-12,,,
KA,Belgaum,Chilly,-,2004-05,,,
KA,Belgaum,Chilly,-,2008-09,,,
KA,Belgaum,Chilly,Dry,2004-05,,,
KA,Belgaum,Chilly,Dry,2005-06,,,
KA,Belgaum,Chilly,Dry,2008-09,,,
KA,Belgaum,Chilly,Dry,2009-10,,,
KA,Belgaum,Chilly,Dry,2010-11,,,
KA,Belgaum,Chilly,Dry,2011-12,,,
KA,Belgaum,Coconut,-,2005-06,,,
KA,Belgaum,Cotton,-,2004-05,,,
KA,Belgaum,Cotton,-,2005-06,,,
KA,Belgaum,Cotton,-,2008-09,,,
KA,Belgaum,Cotton,-,2009-10,,,
KA,Belgaum,Cotton,-,2010-11,,,5251
KA,Belgaum,Cotton,-,2011-12,,,
KA,Belgaum,Ginger,-,2005-06,,,
KA,Belgaum,Ginger,-,2008-09,,,
KA,Belgaum,Gram,-,2004-05,,1614,
KA,Belgaum,Gram,-,2005-06,,1582,
KA,Belgaum,Gram,-,2008-09,,,
KA,Belgaum,Gram,-,2009-10,,1732,
KA,Belgaum,Gram,-,2010-11,,,
KA,Belgaum,Gram,-,2011-12,,3456,
KA,Belgaum,Ground Nut,-,2004-05,1523,,1391
KA,Belgaum,Ground Nut,-,2005-06,1534,,1641
KA,Belgaum,Ground Nut,-,2008-09,1955,2063,2315
KA,Belgaum,Ground Nut,-,2009-10,2093,,2734
KA,Belgaum,Ground Nut,-,2010-11,2724,,
KA,Belgaum,Ground Nut,-,2011-12,2660,,3528
KA,Belgaum,Jowar,-,2004-05,,,641
KA,Belgaum,Jowar,-,2005-06,,,652
KA,Belgaum,Jowar,-,2009-10,,,1367
KA,Belgaum,Jowar,HYV,2008-09,,,975
KA,Belgaum,Jowar,Local,2004-05,521,,
KA,Belgaum,Jowar,Local,2005-06,592,,
KA,Belgaum,Jowar,Local,2008-09,,859,
KA,Belgaum,Jowar,Local,2009-10,,1242,
KA,Belgaum,Jowar,Local,2010-11,1417,,
KA,Belgaum,Jowar,Local,2011-12,,,
KA,Belgaum,Maize,-,2004-05,,,
KA,Belgaum,Maize,-,2005-06,,,
KA,Belgaum,Maize,-,2008-09,,,
KA,Belgaum,Maize,HB,2008-09,,,
KA,Belgaum,Maize,HB,2009-10,,,
KA,Belgaum,Maize,HB,2010-11,950,,
KA,Belgaum,Maize,HB,2011-12,995,1081,1130
KA,Belgaum,Maize,Local,2004-05,,,
KA,Belgaum,Maize,Local,2005-06,,,
KA,Belgaum,Paddy,Local,2004-05,721,,
KA,Belgaum,Paddy,Local,2005-06,605,,
KA,Belgaum,Paddy,Local,2008-09,,,
KA,Belgaum,Paddy,Local,2009-10,,,
KA,Belgaum,Paddy,Local,2010-11,1107,,
KA,Belgaum,Paddy,Local,2011-12,,,
KA,Belgaum,Pepper,-,2005-06,,,
KA,Belgaum,Pepper,-,2008-09,,,
KA,Belgaum,Pepper,-,2009-10,,,
KA,Belgaum,Pepper,-,2010-11,,,
KA,Belgaum,Pepper,-,2011-12,,,
KA,Belgaum,Potato,-,2004-05,450,,
KA,Belgaum,Potato,-,2005-06,,,
KA,Belgaum,Potato,-,2008-09,,,
KA,Belgaum,Potato,-,2009-10,,,
KA,Belgaum,Potato,-,2010-11,,,
KA,Belgaum,Potato,-,2011-12,,,
KA,Belgaum,Ragi,-,2004-05,,,
KA,Belgaum,Ragi,-,2005-06,,,
KA,Belgaum,Ragi,-,2011-12,,,
KA,Belgaum,Ragi,HB,2010-11,,,
KA,Belgaum,Ragi,HYV,2004-05,,,
KA,Belgaum,Ragi,HYV,2008-09,,,
KA,Belgaum,Ragi,HYV,2009-10,,,
KA,Belgaum,Ragi,HYV,2010-11,,,
KA,Belgaum,Ragi,HYV,2011-12,,,
KA,Belgaum,Sesamum,-,2004-05,,,
KA,Belgaum,Sesamum,-,2005-06,,,
KA,Belgaum,Sesamum,-,2008-09,,,
KA,Belgaum,Sesamum,-,2009-10,,,
KA,Belgaum,Sesamum,-,2010-11,,,
KA,Belgaum,Sesamum,-,2011-12,,,
KA,Belgaum,Soyabean,-,2008-09,1655,,
KA,Belgaum,Soyabean,-,2009-10,,,
KA,Belgaum,Soyabean,-,2010-11,1831,,
KA,Belgaum,Soyabean,-,2011-12,2043,,
KA,Belgaum,Sugarcane,-,2004-05,,,
KA,Belgaum,Sugarcane,-,2005-06,,,
KA,Belgaum,Sugarcane,-,2008-09,,,
KA,Belgaum,Sugarcane,-,2009-10,,,
KA,Belgaum,Sugarcane,-,2011-12,,,
KA,Belgaum,Sunflower,-,2004-05,1615,1419,1450
KA,Belgaum,Sunflower,-,2005-06,,1538,1800
KA,Belgaum,Sunflower,-,2008-09,,2034,2038
KA,Belgaum,Sunflower,-,2009-10,,2063,
KA,Belgaum,Sunflower,-,2010-11,,,
KA,Belgaum,Sunflower,-,2011-12,,2513,
KA,Belgaum,Tobacco,-,2008-09,,,
KA,Belgaum,Tobacco,-,2009-10,,,
KA,Belgaum,Tobacco,-,2010-11,,,
KA,Belgaum,Tobacco,-,2011-12,,,
KA,Belgaum,Tur Arhar,-,2004-05,,,
KA,Belgaum,Tur Arhar,-,2005-06,,,
KA,Belgaum,Tur Arhar,-,2008-09,,,
KA,Belgaum,Tur Arhar,-,2009-10,,,
KA,Belgaum,Tur Arhar,-,2010-11,,,
KA,Belgaum,Tur Arhar,-,2011-12,,,
KA,Belgaum,Turmeric,-,2004-05,,,
KA,Belgaum,Turmeric,-,2005-06,,,
KA,Belgaum,Turmeric,-,2011-12,,,
KA,Belgaum,Wheat,-,2004-05,,975,919
KA,Belgaum,Wheat,-,2005-06,,,
KA,Belgaum,Wheat,-,2008-09,,1422,
KA,Belgaum,Wheat,-,2009-10,,1553,
KA,Belgaum,Wheat,-,2010-11,,,
KA,Belgaum,Wheat,-,2011-12,,1522,
KA,Bellary,Arecanut,-,2004-05,,,
KA,Bellary,Arecanut,-,2005-06,,,
KA,Bellary,Arecanut,-,2008-09,,,
KA,Bellary,Arecanut,-,2009-10,,,
KA,Bellary,Arecanut,-,2010-11,,,
KA,Bellary,Arecanut,-,2011-12,,,
KA,Bellary,Bajra,-,2004-05,,,
KA,Bellary,Bajra,-,2008-09,745,,
KA,Bellary,Bajra,-,2009-10,783,,
KA,Bellary,Bajra,-,2010-11,923,,
KA,Bellary,Bajra,-,2011-12,1005,,
KA,Bellary,Bajra,Local,2004-05,,,
KA,Bellary,Bajra,Local,2005-06,,,
KA,Bellary,Cashewnut,-,2004-05,,,
KA,Bellary,Cashewnut,-,2005-06,,,
KA,Bellary,Cashewnut,-,2008-09,,,
KA,Bellary,Cashewnut,-,2009-10,,,
KA,Bellary,Cashewnut,-,2010-11,,,
KA,Bellary,Cashewnut,-,2011-12,,,
KA,Bellary,CasterSeed,-,2004-05,,,
KA,Bellary,CasterSeed,-,2005-06,,,
KA,Bellary,CasterSeed,-,2008-09,,,
KA,Bellary,CasterSeed,-,2009-10,2671,,
KA,Bellary,CasterSeed,-,2010-11,,,
KA,Bellary,CasterSeed,-,2011-12,,,
KA,Bellary,Chilly,-,2004-05,4500,,
KA,Bellary,Chilly,-,2008-09,5100,,
KA,Bellary,Chilly,Dry,2004-05,,,
KA,Bellary,Chilly,Dry,2005-06,,,
KA,Bellary,Chilly,Dry,2008-09,5100,4713,
KA,Bellary,Chilly,Dry,2009-10,5890,,
KA,Bellary,Chilly,Dry,2010-11,5823,,
KA,Bellary,Chilly,Dry,2011-12,9140,,
KA,Bellary,Coconut,-,2005-06,,,
KA,Bellary,Cotton,-,2004-05,,1715,
KA,Bellary,Cotton,-,2005-06,,1834,
KA,Bellary,Cotton,-,2008-09,,2397,2665
KA,Bellary,Cotton,-,2009-10,,2581,
KA,Bellary,Cotton,-,2010-11,,,
KA,Bellary,Cotton,-,2011-12,,,3571
KA,Bellary,Ginger,-,2005-06,,,
KA,Bellary,Ginger,-,2008-09,,,
KA,Bellary,Gram,-,2004-05,,690,
KA,Bellary,Gram,-,2005-06,,625,
KA,Bellary,Gram,-,2008-09,,2007,
KA,Bellary,Gram,-,2009-10,,1835,
KA,Bellary,Gram,-,2010-11,,2618,
KA,Bellary,Gram,-,2011-12,,3623,
KA,Bellary,Ground Nut,-,2004-05,1671,1675,
KA,Bellary,Ground Nut,-,2005-06,1666,1768,
KA,Bellary,Ground Nut,-,2008-09,2331,2118,2387
KA,Bellary,Ground Nut,-,2009-10,2512,,2439
KA,Bellary,Ground Nut,-,2010-11,2864,,3556
KA,Bellary,Ground Nut,-,2011-12,3545,,4350
KA,Bellary,Jowar,-,2004-05,,,
KA,Bellary,Jowar,-,2005-06,,,
KA,Bellary,Jowar,-,2009-10,,,
KA,Bellary,Jowar,HYV,2008-09,,,801
KA,Bellary,Jowar,Local,2004-05,,,
KA,Bellary,Jowar,Local,2005-06,,,
KA,Bellary,Jowar,Local,2008-09,,,
KA,Bellary,Jowar,Local,2009-10,1053,,
KA,Bellary,Jowar,Local,2010-11,,,
KA,Bellary,Jowar,Local,2011-12,,2933,
KA,Bellary,Maize,-,2004-05,,,
KA,Bellary,Maize,-,2005-06,,,
KA,Bellary,Maize,-,2008-09,810,,813
KA,Bellary,Maize,HB,2008-09,810,722,
KA,Bellary,Maize,HB,2009-10,800,,
KA,Bellary,Maize,HB,2010-11,886,,
KA,Bellary,Maize,HB,2011-12,1026,1077,1277
KA,Bellary,Maize,Local,2004-05,514,,
KA,Bellary,Maize,Local,2005-06,546,,
KA,Bellary,Paddy,Local,2004-05,,,
KA,Bellary,Paddy,Local,2005-06,,,
KA,Bellary,Paddy,Local,2008-09,,1138,
KA,Bellary,Paddy,Local,2009-10,,1076,
KA,Bellary,Paddy,Local,2010-11,966,,
KA,Bellary,Paddy,Local,2011-12,,,
KA,Bellary,Pepper,-,2005-06,,,
KA,Bellary,Pepper,-,2008-09,,,
KA,Bellary,Pepper,-,2009-10,,,
KA,Bellary,Pepper,-,2010-11,,,
KA,Bellary,Pepper,-,2011-12,,,
KA,Bellary,Potato,-,2004-05,,,
KA,Bellary,Potato,-,2005-06,474,,
KA,Bellary,Potato,-,2008-09,,,
KA,Bellary,Potato,-,2009-10,,,
KA,Bellary,Potato,-,2010-11,,,
KA,Bellary,Potato,-,2011-12,,,
KA,Bellary,Ragi,-,2004-05,,,
KA,Bellary,Ragi,-,2005-06,,,
KA,Bellary,Ragi,-,2011-12,862,,
KA,Bellary,Ragi,HB,2010-11,,,
KA,Bellary,Ragi,HYV,2004-05,,,
KA,Bellary,Ragi,HYV,2008-09,634,718,793
KA,Bellary,Ragi,HYV,2009-10,700,759,
KA,Bellary,Ragi,HYV,2010-11,940,,
KA,Bellary,Ragi,HYV,2011-12,,,
KA,Bellary,Sesamum,-,2004-05,,,
KA,Bellary,Sesamum,-,2005-06,,,
KA,Bellary,Sesamum,-,2008-09,4517,,
KA,Bellary,Sesamum,-,2009-10,3599,,
KA,Bellary,Sesamum,-,2010-11,,,
KA,Bellary,Sesamum,-,2011-12,4836,,
KA,Bellary,Soyabean,-,2008-09,,,
KA,Bellary,Soyabean,-,2009-10,,,
KA,Bellary,Soyabean,-,2010-11,,,
KA,Bellary,Soyabean,-,2011-12,,,
KA,Bellary,Sugarcane,-,2004-05,,,
KA,Bellary,Sugarcane,-,2005-06,,,
KA,Bellary,Sugarcane,-,2008-09,,,
KA,Bellary,Sugarcane,-,2009-10,,,
KA,Bellary,Sugarcane,-,2011-12,,,
KA,Bellary,Sunflower,-,2004-05,1607,1546,
KA,Bellary,Sunflower,-,2005-06,1602,1481,
KA,Bellary,Sunflower,-,2008-09,2281,2032,2130
KA,Bellary,Sunflower,-,2009-10,2169,2094,
KA,Bellary,Sunflower,-,2010-11,2751,2774,
