state,district,crop,Variety,Year,fhp_RsPerQtl_Kharif,fhp_RsPerQtl_Rabi,fhp_RsPerQtl_Summer
AP,EastGodavari,Chilly,Dry,2004-05,2114,3043,
AP,EastGodavari,Chilly,Dry,2005-06,,3535,
AP,EastGodavari,Chilly,Dry,2006-07,4625,5048,
AP,EastGodavari,Chilly,Dry,2007-08,4766,4959,
AP,EastGodavari,Chilly,Dry,2008-09,5255,,
AP,EastGodavari,Chilly,Dry,2009-10,5881,4751,
AP,EastGodavari,Chilly,Dry,2010-11,7296,7881,
AP,EastGodavari,Chilly,Dry,2011-12,6061,6104,
AP,EastGodavari,Cotton,-,2004-05,1597,,
AP,EastGodavari,Cotton,-,2005-06,1741,,
AP,EastGodavari,Cotton,-,2006-07,1726,,
AP,EastGodavari,Cotton,-,2007-08,1842,,
AP,EastGodavari,Cotton,-,2008-09,2388,,
AP,EastGodavari,Cotton,-,2009-10,2707,,
AP,EastGodavari,Cotton,-,2010-11,2826,,
AP,EastGodavari,Cotton,-,2011-12,3409,,
AP,EastGodavari,Gram,-,2004-05,,1583,
AP,EastGodavari,Gram,-,2005-06,,1919,
AP,EastGodavari,Gram,-,2006-07,,2012,
AP,EastGodavari,Gram,-,2007-08,,2083,
AP,EastGodavari,Gram,-,2008-09,,2277,
AP,EastGodavari,Gram,-,2009-10,,2477,
AP,EastGodavari,Gram,-,2010-11,,2971,
AP,EastGodavari,Gram,-,2011-12,,3330,
AP,EastGodavari,Ground Nut,-,2004-05,1373,1625,
AP,EastGodavari,Ground Nut,-,2005-06,1547,1410,
AP,EastGodavari,Ground Nut,-,2006-07,1986,1717,
AP,EastGodavari,Ground Nut,-,2007-08,1931,2358,
AP,EastGodavari,Ground Nut,-,2008-09,,2332,
AP,EastGodavari,Ground Nut,-,2009-10,,2761,
AP,EastGodavari,Ground Nut,-,2010-11,,3028,
AP,EastGodavari,Ground Nut,-,2011-12,3095,3399,
AP,EastGodavari,Jowar,-,2004-05,563,499,
AP,EastGodavari,Jowar,-,2005-06,560,570,
AP,EastGodavari,Jowar,-,2006-07,757,678,
AP,EastGodavari,Jowar,-,2007-08,793,,
AP,EastGodavari,Jowar,-,2008-09,860,,
AP,EastGodavari,Jowar,-,2009-10,898,1179,
AP,EastGodavari,Jowar,-,2010-11,1253,,
AP,EastGodavari,Jowar,-,2011-12,1180,,
AP,EastGodavari,Maize,-,2004-05,503,508,
AP,EastGodavari,Maize,-,2005-06,523,511,
AP,EastGodavari,Maize,-,2006-07,520,686,
AP,EastGodavari,Maize,-,2007-08,639,770,
AP,EastGodavari,Maize,-,2008-09,841,,
AP,EastGodavari,Maize,-,2009-10,880,886,
AP,EastGodavari,Maize,-,2010-11,923,1138,
AP,EastGodavari,Maize,-,2011-12,1009,1073,
AP,EastGodavari,Mesta,-,2005-06,1175,,
AP,EastGodavari,Mesta,-,2006-07,1111,,
AP,EastGodavari,Mesta,-,2007-08,,,
AP,EastGodavari,Mesta,-,2008-09,1295,,
AP,EastGodavari,Mesta,-,2009-10,,,
AP,EastGodavari,Mesta,-,2010-11,,,
AP,EastGodavari,Mesta,-,2011-12,,,
AP,EastGodavari,Paddy,-,2004-05,584,642,
AP,EastGodavari,Paddy,-,2005-06,600,566,
AP,EastGodavari,Paddy,-,2006-07,654,643,
AP,EastGodavari,Paddy,-,2007-08,794,880,
AP,EastGodavari,Paddy,-,2008-09,938,918,
AP,EastGodavari,Paddy,-,2009-10,1043,1138,
AP,EastGodavari,Paddy,-,2010-11,1072,1046,
AP,EastGodavari,Paddy,-,2011-12,1097,1149,
AP,EastGodavari,Ragi,-,2004-05,480,,
AP,EastGodavari,Ragi,-,2005-06,512,524,
AP,EastGodavari,Ragi,-,2006-07,520,535,
AP,EastGodavari,Ragi,-,2007-08,646,,
AP,EastGodavari,Ragi,-,2008-09,797,1030,
AP,EastGodavari,Ragi,-,2009-10,992,,
AP,EastGodavari,Ragi,-,2010-11,990,,
AP,EastGodavari,Ragi,-,2011-12,943,,
AP,EastGodavari,Sesamum,-,2004-05,1975,2210,
AP,EastGodavari,Sesamum,-,2005-06,1566,1949,
AP,EastGodavari,Sesamum,-,2006-07,1340,1975,
AP,EastGodavari,Sesamum,-,2007-08,2304,3099,
AP,EastGodavari,Sesamum,-,2008-09,2452,3525,
AP,EastGodavari,Sesamum,-,2009-10,3351,3681,
AP,EastGodavari,Sesamum,-,2010-11,3357,3887,
AP,EastGodavari,Sesamum,-,2011-12,,4486,
AP,EastGodavari,Sugar Raw,-,2004-05,1462,,
AP,EastGodavari,Sugar Raw,-,2005-06,1493,,
AP,EastGodavari,Sugar Raw,-,2006-07,1387,,
AP,EastGodavari,Sugar Raw,-,2007-08,1438,,
AP,EastGodavari,Sugar Raw,-,2008-09,2385,,
AP,EastGodavari,Sugar Raw,-,2009-10,3740,,
AP,EastGodavari,Sugar Raw,-,2010-11,3415,,
AP,EastGodavari,Sugar Raw,-,2011-12,3579,,
AP,EastGodavari,Tobacco,-,2004-05,,3810,
AP,EastGodavari,Tobacco,-,2005-06,,4771,
AP,EastGodavari,Tobacco,-,2006-07,,5258,
AP,EastGodavari,Tobacco,-,2007-08,,9428,
AP,EastGodavari,Tobacco,-,2008-09,,11686,
AP,EastGodavari,Tobacco,-,2010-11,,10045,
AP,EastGodavari,Tobacco,-,2011-12,,9752,
AP,EastGodavari,Tur Arhar,-,2004-05,1589,,
AP,EastGodavari,Tur Arhar,-,2005-06,1454,,
AP,EastGodavari,Tur Arhar,-,2006-07,1979,,
AP,EastGodavari,Tur Arhar,-,2007-08,2081,,
AP,EastGodavari,Tur Arhar,-,2008-09,3103,,
AP,EastGodavari,Tur Arhar,-,2009-10,3702,3616,
AP,EastGodavari,Tur Arhar,-,2010-11,3013,,
AP,EastGodavari,Tur Arhar,-,2011-12,2772,,
AP,EastGodavari,Turmeric,-,2004-05,1812,,
AP,EastGodavari,Turmeric,-,2005-06,3613,,
AP,EastGodavari,Turmeric,-,2006-07,2358,,
AP,EastGodavari,Turmeric,-,2007-08,3846,,
AP,EastGodavari,Turmeric,-,2009-10,13238,,
AP,EastGodavari,Turmeric,-,2010-11,10653,,
AP,EastGodavari,Turmeric,-,2011-12,4442,,
AP,Guntur,Bajra,-,2004-05,506,575,
AP,Guntur,Bajra,-,2005-06,474,,
AP,Guntur,Bajra,-,2006-07,,885,
AP,Guntur,Bajra,-,2007-08,,,
AP,Guntur,Bajra,-,2008-09,,,
AP,Guntur,Bajra,-,2009-10,820,,
AP,Guntur,Bajra,-,2010-11,918,876,
AP,Guntur,Bajra,-,2011-12,,,
AP,Guntur,CasterSeed,-,2004-05,1328,,
AP,Guntur,CasterSeed,-,2005-06,1557,,
AP,Guntur,CasterSeed,-,2006-07,1648,,
AP,Guntur,CasterSeed,-,2007-08,1830,,
AP,Guntur,CasterSeed,-,2008-09,2308,,
AP,Guntur,CasterSeed,-,2009-10,2445,,
AP,Guntur,CasterSeed,-,2010-11,1925,1852,
AP,Guntur,CasterSeed,-,2011-12,1838,1833,
AP,Guntur,Chilly,-,2005-06,3137,,
AP,Guntur,Chilly,-,2008-09,,5037,
AP,Guntur,Chilly,Dry,2004-05,1936,2143,
AP,Guntur,Chilly,Dry,2005-06,,2578,
AP,Guntur,Chilly,Dry,2006-07,4313,4043,
AP,Guntur,Chilly,Dry,2007-08,3302,4192,
AP,Guntur,Chilly,Dry,2008-09,4167,,
AP,Guntur,Chilly,Dry,2009-10,4190,4608,
AP,Guntur,Chilly,Dry,2010-11,7360,7775,
AP,Guntur,Chilly,Dry,2011-12,4368,4376,
AP,Guntur,Cotton,-,2004-05,1938,,
AP,Guntur,Cotton,-,2005-06,1874,,
AP,Guntur,Cotton,-,2006-07,1925,,
AP,Guntur,Cotton,-,2007-08,1949,,
AP,Guntur,Cotton,-,2008-09,2694,,
AP,Guntur,Cotton,-,2009-10,2960,,
AP,Guntur,Cotton,-,2010-11,4720,,
AP,Guntur,Cotton,-,2011-12,3547,,
AP,Guntur,Gram,-,2004-05,,1583,
AP,Guntur,Gram,-,2005-06,,2100,
AP,Guntur,Gram,-,2006-07,,2012,
AP,Guntur,Gram,-,2007-08,,2083,
AP,Guntur,Gram,-,2008-09,,2277,
AP,Guntur,Gram,-,2009-10,,2477,
AP,Guntur,Gram,-,2010-11,,2971,
AP,Guntur,Gram,-,2011-12,,3337,
AP,Guntur,Ground Nut,-,2004-05,1501,1535,
AP,Guntur,Ground Nut,-,2005-06,1700,1775,
AP,Guntur,Ground Nut,-,2006-07,1742,1853,
AP,Guntur,Ground Nut,-,2007-08,2616,2587,
AP,Guntur,Ground Nut,-,2008-09,2731,2706,
AP,Guntur,Ground Nut,-,2009-10,2847,2619,
AP,Guntur,Ground Nut,-,2010-11,2220,3676,
AP,Guntur,Ground Nut,-,2011-12,2556,4730,
AP,Guntur,Jowar,-,2004-05,563,582,
AP,Guntur,Jowar,-,2005-06,560,563,
AP,Guntur,Jowar,-,2006-07,,738,
AP,Guntur,Jowar,-,2007-08,,779,
AP,Guntur,Jowar,-,2008-09,,837,
AP,Guntur,Jowar,-,2009-10,898,890,
AP,Guntur,Jowar,-,2010-11,1764,1542,
AP,Guntur,Jowar,-,2011-12,,1087,
AP,Guntur,Maize,-,2004-05,513,482,
AP,Guntur,Maize,-,2005-06,497,537,
AP,Guntur,Maize,-,2006-07,551,639,
AP,Guntur,Maize,-,2007-08,639,683,
AP,Guntur,Maize,-,2008-09,841,,
AP,Guntur,Maize,-,2009-10,803,953,
AP,Guntur,Maize,-,2010-11,968,1144,
AP,Guntur,Maize,-,2011-12,1057,1108,
AP,Guntur,Mesta,-,2005-06,,,
AP,Guntur,Mesta,-,2006-07,,,
AP,Guntur,Mesta,-,2007-08,,,
AP,Guntur,Mesta,-,2008-09,1295,,
AP,Guntur,Mesta,-,2009-10,,,
AP,Guntur,Mesta,-,2010-11,2326,,
AP,Guntur,Mesta,-,2011-12,,,
AP,Guntur,Paddy,-,2004-05,640,617,
AP,Guntur,Paddy,-,2005-06,730,646,
AP,Guntur,Paddy,-,2006-07,755,598,
AP,Guntur,Paddy,-,2007-08,815,721,
AP,Guntur,Paddy,-,2008-09,1270,840,
AP,Guntur,Paddy,-,2009-10,1458,1100,
AP,Guntur,Paddy,-,2010-11,1142,970,
AP,Guntur,Paddy,-,2011-12,1040,975,
AP,Guntur,Ragi,-,2004-05,,560,
AP,Guntur,Ragi,-,2005-06,,505,
AP,Guntur,Ragi,-,2006-07,,,
AP,Guntur,Ragi,-,2007-08,,,
AP,Guntur,Ragi,-,2008-09,,,
AP,Guntur,Ragi,-,2009-10,,,
AP,Guntur,Ragi,-,2010-11,,,
AP,Guntur,Ragi,-,2011-12,,1217,
AP,Guntur,Sesamum,-,2004-05,1992,2210,
AP,Guntur,Sesamum,-,2005-06,1800,1831,
AP,Guntur,Sesamum,-,2006-07,2190,1975,
AP,Guntur,Sesamum,-,2007-08,1886,,
AP,Guntur,Sesamum,-,2008-09,2794,,
AP,Guntur,Sesamum,-,2009-10,3050,,
AP,Guntur,Sesamum,-,2010-11,3949,3527,
AP,Guntur,Sesamum,-,2011-12,3957,3818,
AP,Guntur,Sugar Raw,-,2004-05,1336,,
AP,Guntur,Sugar Raw,-,2005-06,1330,,
AP,Guntur,Sugar Raw,-,2006-07,1050,,
AP,Guntur,Sugar Raw,-,2007-08,1083,,
AP,Guntur,Sugar Raw,-,2008-09,1425,,
AP,Guntur,Sugar Raw,-,2009-10,1546,,
AP,Guntur,Sugar Raw,-,2010-11,2010,,
AP,Guntur,Sugar Raw,-,2011-12,2020,,
AP,Guntur,Tobacco,-,2004-05,,4049,
AP,Guntur,Tobacco,-,2005-06,,3425,
AP,Guntur,Tobacco,-,2006-07,,4486,
AP,Guntur,Tobacco,-,2007-08,,8456,
AP,Guntur,Tobacco,-,2008-09,,12406,
AP,Guntur,Tobacco,-,2010-11,,11333,
AP,Guntur,Tobacco,-,2011-12,,8867,
AP,Guntur,Tur Arhar,-,2004-05,1619,1352,
AP,Guntur,Tur Arhar,-,2005-06,1645,,
AP,Guntur,Tur Arhar,-,2006-07,1896,,
AP,Guntur,Tur Arhar,-,2007-08,2239,,
AP,Guntur,Tur Arhar,-,2008-09,2990,,
AP,Guntur,Tur Arhar,-,2009-10,3830,3616,
AP,Guntur,Tur Arhar,-,2010-11,3519,3314,
AP,Guntur,Tur Arhar,-,2011-12,3293,3702,
AP,Guntur,Turmeric,-,2004-05,1903,,
AP,Guntur,Turmeric,-,2005-06,1865,,
AP,Guntur,Turmeric,-,2006-07,1963,,
AP,Guntur,Turmeric,-,2007-08,1875,,
AP,Guntur,Turmeric,-,2009-10,12863,,
AP,Guntur,Turmeric,-,2010-11,6758,,
AP,Guntur,Turmeric,-,2011-12,3066,,
AP,Kadapa,Bajra,-,2005-06,,,
AP,Kadapa,Bajra,-,2006-07,497,885,
AP,Kadapa,Bajra,-,2007-08,552,1438,
AP,Kadapa,Bajra,-,2008-09,845,1741,
AP,Kadapa,Bajra,-,2009-10,758,950,
AP,Kadapa,Bajra,-,2010-11,882,876,
AP,Kadapa,Bajra,-,2011-12,1023,1063,
AP,Kadapa,CasterSeed,-,2005-06,,,
AP,Kadapa,CasterSeed,-,2006-07,1722,,
AP,Kadapa,CasterSeed,-,2007-08,1887,,
AP,Kadapa,CasterSeed,-,2008-09,2234,,
AP,Kadapa,CasterSeed,-,2009-10,2400,,
AP,Kadapa,CasterSeed,-,2010-11,3761,,
AP,Kadapa,CasterSeed,-,2011-12,3318,,
AP,Kadapa,Chilly,-,2005-06,,,
AP,Kadapa,Chilly,-,2008-09,,5370,
AP,Kadapa,Chilly,Dry,2005-06,,,
AP,Kadapa,Chilly,Dry,2006-07,4431,4104,
AP,Kadapa,Chilly,Dry,2007-08,3434,4258,
AP,Kadapa,Chilly,Dry,2008-09,4408,,
AP,Kadapa,Chilly,Dry,2009-10,5243,4833,
AP,Kadapa,Chilly,Dry,2010-11,7974,,
AP,Kadapa,Chilly,Dry,2011-12,4817,,
AP,Kadapa,Cotton,-,2005-06,,,
AP,Kadapa,Cotton,-,2006-07,2053,,
AP,Kadapa,Cotton,-,2007-08,2184,,
AP,Kadapa,Cotton,-,2008-09,2755,,
AP,Kadapa,Cotton,-,2009-10,2742,,
AP,Kadapa,Cotton,-,2010-11,3258,,
AP,Kadapa,Cotton,-,2011-12,3591,,
AP,Kadapa,Gram,-,2005-06,,,
AP,Kadapa,Gram,-,2006-07,,2144,
AP,Kadapa,Gram,-,2007-08,,2193,
AP,Kadapa,Gram,-,2008-09,,2178,
AP,Kadapa,Gram,-,2009-10,,2132,
AP,Kadapa,Gram,-,2010-11,,2452,
AP,Kadapa,Gram,-,2011-12,,3352,
AP,Kadapa,Ground Nut,-,2005-06,,,
AP,Kadapa,Ground Nut,-,2006-07,1933,2343,
AP,Kadapa,Ground Nut,-,2007-08,2083,2359,
AP,Kadapa,Ground Nut,-,2008-09,2126,2640,
AP,Kadapa,Ground Nut,-,2009-10,2252,2680,
AP,Kadapa,Ground Nut,-,2010-11,2457,3524,
AP,Kadapa,Ground Nut,-,2011-12,3075,4290,
AP,Kadapa,Jowar,-,2005-06,,,
AP,Kadapa,Jowar,-,2006-07,804,751,
AP,Kadapa,Jowar,-,2007-08,886,815,
AP,Kadapa,Jowar,-,2008-09,920,785,
AP,Kadapa,Jowar,-,2009-10,956,945,
AP,Kadapa,Jowar,-,2010-11,1318,1461,
AP,Kadapa,Jowar,-,2011-12,1155,1174,
AP,Kadapa,Maize,-,2005-06,,,
AP,Kadapa,Maize,-,2006-07,605,590,
AP,Kadapa,Maize,-,2007-08,624,653,
AP,Kadapa,Maize,-,2008-09,874,,
AP,Kadapa,Maize,-,2009-10,874,884,
AP,Kadapa,Maize,-,2010-11,914,987,
AP,Kadapa,Maize,-,2011-12,1026,1078,
AP,Kadapa,Mesta,-,2005-06,,,
AP,Kadapa,Mesta,-,2006-07,,,
AP,Kadapa,Mesta,-,2007-08,,,
AP,Kadapa,Mesta,-,2008-09,,,
AP,Kadapa,Mesta,-,2009-10,,,
AP,Kadapa,Mesta,-,2010-11,,,
AP,Kadapa,Mesta,-,2011-12,,,
AP,Kadapa,Paddy,-,2005-06,,,
AP,Kadapa,Paddy,-,2006-07,706,727,
AP,Kadapa,Paddy,-,2007-08,762,733,
AP,Kadapa,Paddy,-,2008-09,1240,979,
AP,Kadapa,Paddy,-,2009-10,1420,1283,
AP,Kadapa,Paddy,-,2010-11,1018,1028,
AP,Kadapa,Paddy,-,2011-12,1054,1000,
AP,Kadapa,Ragi,-,2005-06,,,
AP,Kadapa,Ragi,-,2006-07,755,565,
AP,Kadapa,Ragi,-,2007-08,,597,
AP,Kadapa,Ragi,-,2008-09,,939,
AP,Kadapa,Ragi,-,2009-10,,1075,
AP,Kadapa,Ragi,-,2010-11,,1411,
AP,Kadapa,Ragi,-,2011-12,,1349,
AP,Kadapa,Sesamum,-,2005-06,,,
AP,Kadapa,Sesamum,-,2006-07,2106,2390,
AP,Kadapa,Sesamum,-,2007-08,,3366,
AP,Kadapa,Sesamum,-,2008-09,,3655,
AP,Kadapa,Sesamum,-,2009-10,,3630,
AP,Kadapa,Sesamum,-,2010-11,,4207,
AP,Kadapa,Sesamum,-,2011-12,,4009,
AP,Kadapa,Sugar Raw,-,2005-06,,,
AP,Kadapa,Sugar Raw,-,2006-07,1083,,
AP,Kadapa,Sugar Raw,-,2007-08,1516,,
AP,Kadapa,Sugar Raw,-,2008-09,2437,,
AP,Kadapa,Sugar Raw,-,2009-10,2500,,
AP,Kadapa,Sugar Raw,-,2010-11,2238,,
AP,Kadapa,Sugar Raw,-,2011-12,2133,,
AP,Kadapa,Tobacco,-,2005-06,,,
AP,Kadapa,Tobacco,-,2006-07,,4685,
AP,Kadapa,Tobacco,-,2007-08,,,
AP,Kadapa,Tobacco,-,2008-09,,9813,
AP,Kadapa,Tobacco,-,2010-11,,5291,
AP,Kadapa,Tobacco,-,2011-12,,6663,
AP,Kadapa,Tur Arhar,-,2005-06,,,
AP,Kadapa,Tur Arhar,-,2006-07,1986,,
AP,Kadapa,Tur Arhar,-,2007-08,1834,,
AP,Kadapa,Tur Arhar,-,2008-09,2661,,
AP,Kadapa,Tur Arhar,-,2009-10,3395,3616,
AP,Kadapa,Tur Arhar,-,2010-11,2946,,
AP,Kadapa,Tur Arhar,-,2011-12,2640,,
AP,Kadapa,Turmeric,-,2005-06,,,
AP,Kadapa,Turmeric,-,2006-07,1819,,
AP,Kadapa,Turmeric,-,2007-08,2759,,
AP,Kadapa,Turmeric,-,2009-10,10441,,
AP,Kadapa,Turmeric,-,2010-11,9094,,
AP,Kadapa,Turmeric,-,2011-12,3125,,
AP,Karimnagar,Bajra,-,2004-05,,454,
AP,Karimnagar,Bajra,-,2005-06,,740,
AP,Karimnagar,Bajra,-,2006-07,,885,
AP,Karimnagar,Bajra,-,2007-08,,1438,
AP,Karimnagar,Bajra,-,2008-09,,,
AP,Karimnagar,Bajra,-,2009-10,,928,
AP,Karimnagar,Bajra,-,2010-11,,3526,
AP,Karimnagar,Bajra,-,2011-12,,,
AP,Karimnagar,CasterSeed,-,2004-05,1494,,
AP,Karimnagar,CasterSeed,-,2005-06,1256,,
AP,Karimnagar,CasterSeed,-,2006-07,1771,,
AP,Karimnagar,CasterSeed,-,2007-08,1788,,
AP,Karimnagar,CasterSeed,-,2008-09,2121,,
AP,Karimnagar,CasterSeed,-,2009-10,,,
AP,Karimnagar,CasterSeed,-,2010-11,,,
AP,Karimnagar,CasterSeed,-,2011-12,3190,,
AP,Karimnagar,Chilly,-,2005-06,3839,,
AP,Karimnagar,Chilly,-,2008-09,,,
AP,Karimnagar,Chilly,Dry,2004-05,1989,2641,
AP,Karimnagar,Chilly,Dry,2005-06,,3494,
AP,Karimnagar,Chilly,Dry,2006-07,5026,4778,
AP,Karimnagar,Chilly,Dry,2007-08,4593,,
AP,Karimnagar,Chilly,Dry,2008-09,5743,,
AP,Karimnagar,Chilly,Dry,2009-10,5693,,
AP,Karimnagar,Chilly,Dry,2010-11,8987,,
AP,Karimnagar,Chilly,Dry,2011-12,7838,5504,
AP,Karimnagar,Cotton,-,2004-05,1881,,
AP,Karimnagar,Cotton,-,2005-06,2087,,
AP,Karimnagar,Cotton,-,2006-07,1980,,
AP,Karimnagar,Cotton,-,2007-08,2325,,
AP,Karimnagar,Cotton,-,2008-09,2837,,
AP,Karimnagar,Cotton,-,2009-10,3027,,
AP,Karimnagar,Cotton,-,2010-11,3871,,
AP,Karimnagar,Cotton,-,2011-12,3540,,
AP,Karimnagar,Gram,-,2004-05,,1360,
AP,Karimnagar,Gram,-,2005-06,,1572,
AP,Karimnagar,Gram,-,2006-07,,2154,
AP,Karimnagar,Gram,-,2007-08,,2070,
AP,Karimnagar,Gram,-,2008-09,,2143,
AP,Karimnagar,Gram,-,2009-10,,2217,
AP,Karimnagar,Gram,-,2010-11,,2592,
AP,Karimnagar,Gram,-,2011-12,,3095,
AP,Karimnagar,Ground Nut,-,2004-05,1676,1509,
AP,Karimnagar,Ground Nut,-,2005-06,1671,1491,
AP,Karimnagar,Ground Nut,-,2006-07,1745,2321,
AP,Karimnagar,Ground Nut,-,2007-08,2065,2239,
AP,Karimnagar,Ground Nut,-,2008-09,2157,2408,
AP,Karimnagar,Ground Nut,-,2009-10,2169,2606,
AP,Karimnagar,Ground Nut,-,2010-11,3098,3651,
AP,Karimnagar,Ground Nut,-,2011-12,2672,4235,
AP,Karimnagar,Jowar,-,2004-05,551,530,
AP,Karimnagar,Jowar,-,2005-06,477,691,
AP,Karimnagar,Jowar,-,2006-07,530,1019,
AP,Karimnagar,Jowar,-,2007-08,,1281,
AP,Karimnagar,Jowar,-,2008-09,,,
AP,Karimnagar,Jowar,-,2009-10,,898,
AP,Karimnagar,Jowar,-,2010-11,,1165,
AP,Karimnagar,Jowar,-,2011-12,,1930,
AP,Karimnagar,Maize,-,2004-05,503,511,
AP,Karimnagar,Maize,-,2005-06,515,528,
AP,Karimnagar,Maize,-,2006-07,590,638,
AP,Karimnagar,Maize,-,2007-08,632,671,
AP,Karimnagar,Maize,-,2008-09,796,,
AP,Karimnagar,Maize,-,2009-10,824,832,
AP,Karimnagar,Maize,-,2010-11,914,1110,
AP,Karimnagar,Maize,-,2011-12,977,1094,
AP,Karimnagar,Mesta,-,2005-06,,,
AP,Karimnagar,Mesta,-,2006-07,,,
AP,Karimnagar,Mesta,-,2007-08,,,
AP,Karimnagar,Mesta,-,2008-09,,,
AP,Karimnagar,Mesta,-,2009-10,,,
AP,Karimnagar,Mesta,-,2010-11,,,
AP,Karimnagar,Mesta,-,2011-12,,,
AP,Karimnagar,Paddy,-,2004-05,570,614,
AP,Karimnagar,Paddy,-,2005-06,609,612,
AP,Karimnagar,Paddy,-,2006-07,608,636,
AP,Karimnagar,Paddy,-,2007-08,743,751,
AP,Karimnagar,Paddy,-,2008-09,922,871,
AP,Karimnagar,Paddy,-,2009-10,992,1001,
AP,Karimnagar,Paddy,-,2010-11,989,977,
AP,Karimnagar,Paddy,-,2011-12,1078,1083,
AP,Karimnagar,Ragi,-,2004-05,,,
AP,Karimnagar,Ragi,-,2005-06,,,
AP,Karimnagar,Ragi,-,2006-07,,,
AP,Karimnagar,Ragi,-,2007-08,,,
AP,Karimnagar,Ragi,-,2008-09,,,
AP,Karimnagar,Ragi,-,2009-10,,,
AP,Karimnagar,Ragi,-,2010-11,,,
AP,Karimnagar,Ragi,-,2011-12,,,
AP,Karimnagar,Sesamum,-,2004-05,2430,2671,
AP,Karimnagar,Sesamum,-,2005-06,1954,2431,
AP,Karimnagar,Sesamum,-,2006-07,2113,2391,
AP,Karimnagar,Sesamum,-,2007-08,,4167,
AP,Karimnagar,Sesamum,-,2008-09,,3655,
AP,Karimnagar,Sesamum,-,2009-10,,4487,
AP,Karimnagar,Sesamum,-,2010-11,,3908,
AP,Karimnagar,Sesamum,-,2011-12,,5155,
AP,Karimnagar,Sugar Raw,-,2004-05,1188,,
AP,Karimnagar,Sugar Raw,-,2005-06,1100,,
AP,Karimnagar,Sugar Raw,-,2006-07,1178,,
AP,Karimnagar,Sugar Raw,-,2007-08,1050,,
AP,Karimnagar,Sugar Raw,-,2008-09,1301,,
AP,Karimnagar,Sugar Raw,-,2009-10,2200,,
AP,Karimnagar,Sugar Raw,-,2010-11,2069,,
AP,Karimnagar,Sugar Raw,-,2011-12,2200,,
AP,Karimnagar,Tobacco,-,2004-05,,3800,
AP,Karimnagar,Tobacco,-,2005-06,,4242,
AP,Karimnagar,Tobacco,-,2006-07,,4088,
AP,Karimnagar,Tobacco,-,2007-08,,9293,
AP,Karimnagar,Tobacco,-,2008-09,,9813,
AP,Karimnagar,Tobacco,-,2010-11,,5291,
AP,Karimnagar,Tobacco,-,2011-12,,6663,
AP,Karimnagar,Tur Arhar,-,2004-05,1352,1352,
AP,Karimnagar,Tur Arhar,-,2005-06,1506,,
AP,Karimnagar,Tur Arhar,-,2006-07,2001,,
AP,Karimnagar,Tur Arhar,-,2007-08,2000,,
AP,Karimnagar,Tur Arhar,-,2008-09,2820,,
AP,Karimnagar,Tur Arhar,-,2009-10,3234,3616,
AP,Karimnagar,Tur Arhar,-,2010-11,3172,,
AP,Karimnagar,Tur Arhar,-,2011-12,2801,,
AP,Karimnagar,Turmeric,-,2004-05,1748,,
AP,Karimnagar,Turmeric,-,2005-06,1682,,
AP,Karimnagar,Turmeric,-,2006-07,1885,,
AP,Karimnagar,Turmeric,-,2007-08,2210,,
AP,Karimnagar,Turmeric,-,2009-10,8171,,
AP,Karimnagar,Turmeric,-,2010-11,11978,,
AP,Karimnagar,Turmeric,-,2011-12,3619,,
AP,Khammam,Bajra,-,2004-05,516,,
AP,Khammam,Bajra,-,2005-06,533,792,
AP,Khammam,Bajra,-,2006-07,616,,
AP,Khammam,Bajra,-,2007-08,,,
AP,Khammam,Bajra,-,2008-09,,,
AP,Khammam,Bajra,-,2009-10,,,
AP,Khammam,Bajra,-,2010-11,,,
AP,Khammam,Bajra,-,2011-12,,,
AP,Khammam,CasterSeed,-,2004-05,1494,,
AP,Khammam,CasterSeed,-,2005-06,1256,,
AP,Khammam,CasterSeed,-,2006-07,1771,,
AP,Khammam,CasterSeed,-,2007-08,,,
AP,Khammam,CasterSeed,-,2008-09,,,
AP,Khammam,CasterSeed,-,2009-10,,,
AP,Khammam,CasterSeed,-,2010-11,,,
AP,Khammam,CasterSeed,-,2011-12,,,
AP,Khammam,Chilly,-,2005-06,2306,,
AP,Khammam,Chilly,-,2008-09,,4483,
AP,Khammam,Chilly,Dry,2004-05,2306,2641,
AP,Khammam,Chilly,Dry,2005-06,,3815,
AP,Khammam,Chilly,Dry,2006-07,4475,4836,
AP,Khammam,Chilly,Dry,2007-08,4162,3928,
AP,Khammam,Chilly,Dry,2008-09,5117,,
AP,Khammam,Chilly,Dry,2009-10,5005,4571,
AP,Khammam,Chilly,Dry,2010-11,8371,7271,
AP,Khammam,Chilly,Dry,2011-12,5633,5504,
AP,Khammam,Cotton,-,2004-05,1834,,
AP,Khammam,Cotton,-,2005-06,1971,,
AP,Khammam,Cotton,-,2006-07,1999,,
AP,Khammam,Cotton,-,2007-08,1915,,
AP,Khammam,Cotton,-,2008-09,2698,,
AP,Khammam,Cotton,-,2009-10,2923,,
AP,Khammam,Cotton,-,2010-11,3760,,
AP,Khammam,Cotton,-,2011-12,3558,,
AP,Khammam,Gram,-,2004-05,,1604,
AP,Khammam,Gram,-,2005-06,,1700,
AP,Khammam,Gram,-,2006-07,,1943,
AP,Khammam,Gram,-,2007-08,,2163,
AP,Khammam,Gram,-,2008-09,,2306,
AP,Khammam,Gram,-,2009-10,,,
AP,Khammam,Gram,-,2010-11,,2808,
AP,Khammam,Gram,-,2011-12,,2995,
